customerid,is_male,is_senior,has_partner,has_dependents,tenure,has_phone_service,has_multiple_lines,internetservice,has_internet,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,is_paperless,paymentmethod,monthlycharges,totalcharges,churn
2604-IJPDU,f,f,t,f,20,t,f,Fiber optic,t,Yes,Yes,No,Yes,Yes,No,Month-to-month,t,Electronic check,96.55,1901.65,f
9178-JHUVJ,t,f,t,t,24,t,t,No,f,,,,,,,Two year,t,Bank transfer (automatic),24.10,587.40,f
6168-YBYNP,t,f,f,f,59,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,t,Electronic check,111.35,6519.75,f
7255-SSFBC,t,f,t,t,72,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),112.25,8041.65,f
3645-DEYGF,t,f,f,t,1,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.75,20.75,f
9323-HGFWY,f,f,t,f,27,t,f,Fiber optic,t,Yes,No,No,Yes,Yes,Yes,One year,t,Credit card (automatic),101.90,2681.15,f
8544-GOQSH,f,f,f,f,14,t,f,Fiber optic,t,No,Yes,No,Yes,No,No,Month-to-month,t,Credit card (automatic),80.05,1112.30,f
3363-DTIVD,t,f,t,t,71,t,t,Fiber optic,t,Yes,No,Yes,No,Yes,Yes,Two year,f,Electronic check,105.55,7405.50,f
7018-WBJNK,t,f,f,t,13,t,f,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,t,Credit card (automatic),78.30,1033.95,f
9142-KZXOP,t,f,f,f,44,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,f,Credit card (automatic),68.85,2958.95,f
7674-YTAFD,f,f,f,f,33,t,f,Fiber optic,t,No,Yes,No,Yes,No,No,One year,t,Bank transfer (automatic),79.95,2684.85,f
6348-SNFUS,t,f,t,t,72,f,,DSL,t,Yes,Yes,Yes,Yes,No,Yes,Two year,t,Credit card (automatic),55.45,4179.20,f
1285-OKIPP,t,f,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,f,Electronic check,79.90,79.90,t
7825-ECJRF,f,f,f,f,19,t,f,Fiber optic,t,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,t,Electronic check,106.60,1934.45,t
1347-KTTTA,t,f,t,f,64,t,f,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,One year,t,Credit card (automatic),102.45,6654.10,f
7841-TZDMQ,t,f,f,f,2,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),46.00,84.50,t
4195-NZGTA,f,f,f,f,1,f,,DSL,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,25.25,25.25,f
7157-SMCFK,t,f,f,t,61,t,f,No,f,,,,,,,Two year,f,Mailed check,19.75,1124.20,f
4709-LKHYG,f,f,t,t,29,t,f,No,f,,,,,,,One year,f,Electronic check,20.00,540.05,f
2504-DSHIH,t,t,t,f,23,t,t,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,f,Electronic check,86.80,1975.85,f
0699-NDKJM,f,f,t,f,57,f,,DSL,t,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,t,Bank transfer (automatic),58.75,3437.45,f
9286-BHDQG,t,f,t,t,72,f,,DSL,t,Yes,Yes,Yes,Yes,No,No,Two year,f,Credit card (automatic),45.25,3139.80,f
0230-WEQUW,t,f,t,f,66,f,,DSL,t,Yes,Yes,Yes,Yes,Yes,No,Two year,t,Bank transfer (automatic),56.60,3789.20,f
2040-LDIWQ,t,f,t,t,65,t,t,DSL,t,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),84.20,5324.50,f
6496-JDSSB,f,f,f,f,8,t,f,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,t,Bank transfer (automatic),80.00,624.60,f
9408-SSNVZ,f,f,f,f,4,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,70.15,268.35,t
4443-EMBNA,f,f,t,f,71,t,t,No,f,,,,,,,Two year,f,Bank transfer (automatic),24.75,1836.90,f
6469-MRVET,t,f,t,t,1,t,f,No,f,,,,,,,One year,t,Electronic check,20.20,20.20,f
0742-MOABM,t,f,t,f,4,t,f,DSL,t,No,No,No,Yes,No,No,Month-to-month,f,Mailed check,50.05,179.35,t
5961-VUSRV,f,f,f,f,12,t,f,No,f,,,,,,,One year,t,Bank transfer (automatic),19.35,219.35,f
6778-JFCMK,t,f,f,f,24,f,,DSL,t,Yes,No,No,No,Yes,Yes,One year,t,Mailed check,50.60,1288.75,f
6341-JVQGF,f,f,t,t,31,t,f,DSL,t,Yes,No,Yes,Yes,Yes,Yes,One year,t,Mailed check,81.15,2545.75,f
2232-DMLXU,f,f,t,f,1,t,f,DSL,t,No,No,No,No,Yes,No,Month-to-month,f,Mailed check,55.20,55.20,t
4811-JBUVU,t,f,f,f,30,t,t,Fiber optic,t,No,No,No,Yes,No,Yes,Month-to-month,t,Credit card (automatic),89.90,2723.15,f
0945-TSONX,f,f,t,t,47,t,t,DSL,t,Yes,Yes,No,Yes,Yes,Yes,Two year,t,Credit card (automatic),85.30,4107.25,f
2651-ZCBXV,t,f,f,f,54,t,t,Fiber optic,t,Yes,Yes,No,Yes,Yes,Yes,Two year,t,Credit card (automatic),108.00,5760.65,f
3316-UWXUY,t,f,f,f,50,t,f,Fiber optic,t,Yes,Yes,No,Yes,No,Yes,Month-to-month,t,Credit card (automatic),93.50,4747.50,f
8937-RDTHP,t,f,f,f,1,t,f,Fiber optic,t,Yes,No,No,No,No,Yes,Month-to-month,t,Mailed check,84.60,84.60,t
7083-MIOPC,f,f,f,f,72,t,f,No,f,,,,,,,Two year,f,Credit card (automatic),20.25,1566.90,f
1984-GPTEH,f,f,f,f,29,t,t,No,f,,,,,,,Month-to-month,f,Electronic check,25.15,702.00,f
1251-KRREG,t,f,f,f,2,t,t,DSL,t,No,Yes,No,No,No,No,Month-to-month,t,Mailed check,54.40,114.10,t
0621-JFHOL,f,f,f,f,10,f,,DSL,t,No,No,No,Yes,No,No,Two year,t,Mailed check,29.60,299.05,f
9903-LYSAB,t,f,t,f,18,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,73.15,1305.95,f
0094-OIFMO,f,t,f,f,11,t,f,Fiber optic,t,No,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,95.00,1120.30,t
9227-UAQFT,t,f,f,f,16,t,f,No,f,,,,,,,Two year,f,Mailed check,19.75,284.35,f
7301-ABVAD,f,f,f,f,72,t,t,DSL,t,No,Yes,Yes,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),86.60,6350.50,f
6614-FHDBO,t,f,f,f,72,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),109.20,7878.30,f
7576-ASEJU,f,f,t,t,41,t,f,DSL,t,Yes,No,No,Yes,Yes,Yes,One year,t,Credit card (automatic),74.70,3187.65,f
9058-HRZSV,f,t,t,f,65,t,f,Fiber optic,t,Yes,Yes,Yes,No,No,Yes,Month-to-month,f,Electronic check,94.40,6126.15,f
4522-AKYLR,f,t,f,f,13,t,f,DSL,t,No,Yes,Yes,No,No,No,Month-to-month,t,Electronic check,54.80,731.30,f
0221-WMXNQ,t,t,f,f,4,t,f,Fiber optic,t,Yes,No,No,No,No,No,Month-to-month,f,Electronic check,75.35,273.40,f
0303-UNCIP,t,f,f,f,41,t,t,DSL,t,No,No,Yes,No,No,Yes,One year,f,Mailed check,65.00,2531.80,f
9947-OTFQU,t,t,f,f,15,t,f,Fiber optic,t,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,74.40,1074.30,t
0322-YINQP,t,f,f,f,1,t,f,DSL,t,Yes,No,No,No,No,No,Month-to-month,t,Mailed check,48.55,48.55,t
0959-WHOKV,t,f,f,f,42,t,t,Fiber optic,t,Yes,Yes,Yes,No,No,Yes,One year,t,Electronic check,99.00,4298.45,f
4075-JFPGR,f,f,t,f,51,t,f,Fiber optic,t,Yes,Yes,Yes,No,Yes,No,One year,t,Electronic check,93.50,4619.55,f
4629-NRXKX,f,f,t,t,2,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,70.40,147.15,t
9514-JDSKI,t,t,t,f,1,f,,DSL,t,No,Yes,No,No,Yes,No,Month-to-month,f,Electronic check,40.20,40.20,t
3282-ZISZV,t,f,f,t,32,t,t,DSL,t,No,Yes,Yes,Yes,Yes,Yes,One year,f,Credit card (automatic),83.70,2633.30,f
3675-YDUPJ,t,f,f,f,10,t,f,No,f,,,,,,,Month-to-month,t,Mailed check,19.85,193.05,f
4111-BNXIF,f,f,t,t,67,f,,DSL,t,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Electronic check,59.55,4103.90,f
7017-VFHAY,f,f,t,t,61,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),115.10,7008.15,f
6655-LHBYW,t,f,f,f,50,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,One year,f,Credit card (automatic),114.35,5791.10,f
4959-JOSRX,f,f,t,f,2,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),44.60,80.55,t
5046-NUHWD,f,t,t,f,29,f,,DSL,t,Yes,No,Yes,No,No,Yes,Month-to-month,t,Electronic check,45.00,1228.65,f
7273-TEFQD,t,t,f,f,3,f,,DSL,t,No,No,Yes,No,No,Yes,Month-to-month,t,Electronic check,41.15,132.20,t
3606-TWKGI,t,t,f,f,13,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,106.90,1364.30,t
7529-ZDFXI,t,t,t,f,57,t,t,Fiber optic,t,No,Yes,No,No,No,Yes,Month-to-month,t,Electronic check,89.85,4925.35,f
7605-BDWDC,f,f,f,f,31,f,,DSL,t,Yes,Yes,No,Yes,No,Yes,Two year,t,Bank transfer (automatic),49.85,1520.10,f
1950-KSVVJ,f,f,t,f,45,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,One year,f,Mailed check,113.30,5032.25,f
0123-CRBRT,f,f,t,t,61,t,t,DSL,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Mailed check,88.10,5526.75,f
6292-TOSSS,t,f,f,f,50,t,t,No,f,,,,,,,Two year,f,Bank transfer (automatic),24.90,1195.25,f
3197-ARFOY,f,t,f,f,19,t,f,Fiber optic,t,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,t,Mailed check,105.00,2007.25,f
6323-AYBRX,t,f,f,f,59,t,f,No,f,,,,,,,Two year,f,Mailed check,19.35,1099.60,t
7014-ZZXAW,f,f,t,f,71,t,t,No,f,,,,,,,Two year,t,Credit card (automatic),24.25,1732.95,f
4385-GZQXV,f,t,f,f,16,t,f,Fiber optic,t,No,No,No,Yes,Yes,Yes,Month-to-month,t,Electronic check,94.45,1511.20,t
7633-MVPUY,t,f,t,f,57,t,f,DSL,t,Yes,Yes,No,Yes,No,No,Two year,t,Electronic check,59.75,3450.15,f
6366-ZGQGL,t,f,f,f,1,f,,DSL,t,No,No,No,No,No,No,Month-to-month,f,Bank transfer (automatic),24.80,24.80,t
4716-HHKQH,t,t,t,f,20,t,t,Fiber optic,t,No,Yes,No,Yes,Yes,Yes,Month-to-month,f,Electronic check,107.05,2172.05,f
5940-AHUHD,t,f,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,f,Mailed check,70.60,70.60,t
6432-TWQLB,t,f,t,f,5,t,t,Fiber optic,t,No,Yes,No,Yes,No,No,Month-to-month,t,Electronic check,85.40,401.10,t
4484-GLZOU,f,f,t,f,52,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,105.05,5624.85,t
3179-GBRWV,t,t,t,f,21,t,f,DSL,t,Yes,Yes,No,No,No,Yes,Month-to-month,t,Bank transfer (automatic),64.95,1339.80,f
8645-KWHJO,t,f,f,f,14,f,,DSL,t,No,No,Yes,Yes,Yes,Yes,Month-to-month,t,Electronic check,55.00,771.95,f
4130-MZLCC,f,f,f,f,5,t,f,DSL,t,No,Yes,No,No,No,No,Month-to-month,f,Bank transfer (automatic),50.55,244.75,f
0314-TKOSI,f,f,f,f,6,t,f,DSL,t,Yes,Yes,No,No,No,No,Month-to-month,f,Mailed check,55.15,322.90,f
8229-MYEJZ,f,f,f,f,10,t,f,DSL,t,No,Yes,No,No,No,No,Month-to-month,f,Electronic check,51.20,498.25,f
2080-SRCDE,f,f,f,t,1,t,t,No,f,,,,,,,Month-to-month,f,Mailed check,25.40,25.40,f
9577-WJVCQ,f,f,f,f,68,t,t,DSL,t,Yes,No,No,No,No,No,Month-to-month,f,Mailed check,54.45,3687.75,f
9512-UIBFX,t,f,t,t,18,t,f,Fiber optic,t,No,No,Yes,No,Yes,Yes,Month-to-month,f,Mailed check,95.15,1779.95,t
6202-DYYFX,f,f,f,f,22,t,t,Fiber optic,t,No,No,No,No,No,No,One year,t,Credit card (automatic),76.00,1783.60,f
3808-HFKDE,f,f,f,f,20,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,44.35,927.15,f
5583-SXDAG,t,f,t,f,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,70.00,70.00,t
3488-PGMQJ,t,t,f,f,8,t,f,Fiber optic,t,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,74.50,606.55,t
3580-REOAC,t,f,f,f,10,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),44.85,435.40,t
7534-BFESC,t,t,f,f,24,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,76.10,1712.70,t
3727-OWVYD,t,f,f,f,35,t,f,DSL,t,Yes,Yes,Yes,No,No,No,One year,f,Mailed check,61.20,2021.20,f
2294-SALNE,t,f,t,t,23,t,f,Fiber optic,t,No,Yes,Yes,Yes,No,No,One year,f,Mailed check,86.80,1940.80,f
4847-TAJYI,f,t,f,f,6,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,89.35,567.80,f
1563-IWQEX,f,f,f,f,12,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,19.70,220.35,f
8203-XJZRC,t,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.25,20.25,f
6556-DBKZF,f,f,t,t,71,t,f,Fiber optic,t,No,No,Yes,No,No,No,Two year,f,Electronic check,76.05,5436.45,f
6851-WEFYX,t,t,t,f,35,t,t,Fiber optic,t,No,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,100.80,3437.50,f
2985-JUUBZ,t,f,t,t,40,t,t,DSL,t,No,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,74.55,3015.75,f
6390-DSAZX,f,f,f,t,1,t,f,Fiber optic,t,Yes,No,No,No,No,No,Month-to-month,t,Mailed check,73.60,73.60,t
0895-LMRSF,t,f,f,f,23,t,f,DSL,t,No,No,No,No,Yes,Yes,One year,t,Bank transfer (automatic),64.90,1509.80,f
8098-LLAZX,f,t,f,f,4,t,t,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,95.45,396.10,t
8266-VBFQL,t,f,f,f,4,t,f,Fiber optic,t,No,No,Yes,Yes,No,Yes,Month-to-month,t,Electronic check,90.40,356.65,f
8181-YHCMF,f,f,t,t,68,f,,DSL,t,No,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),60.30,4109.00,f
2240-HSJQD,t,f,f,t,38,t,t,Fiber optic,t,No,Yes,No,No,No,No,Month-to-month,t,Mailed check,81.85,3141.70,f
1248-DYXUB,t,f,t,t,52,t,t,No,f,,,,,,,Two year,f,Mailed check,24.80,1229.10,f
0265-EDXBD,t,t,t,f,32,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,74.90,2303.35,t
4115-BNPJY,t,f,t,t,29,t,f,DSL,t,No,No,Yes,Yes,Yes,Yes,Two year,f,Mailed check,75.55,2054.40,f
3167-SNQPL,t,t,t,t,38,t,t,Fiber optic,t,No,Yes,No,No,Yes,Yes,Month-to-month,f,Electronic check,101.15,3741.85,f
4091-TVOCN,t,f,f,t,48,t,t,DSL,t,Yes,No,Yes,No,Yes,Yes,One year,t,Credit card (automatic),78.75,3682.45,f
1098-TDVUQ,f,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,t,Bank transfer (automatic),19.25,19.25,f
7277-OZCGZ,f,f,f,f,22,t,f,Fiber optic,t,Yes,No,No,Yes,No,Yes,Month-to-month,t,Electronic check,89.05,1886.25,f
1557-EMYVT,f,f,f,f,43,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),115.05,4895.10,f
2799-ARNLO,f,t,t,f,5,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,69.35,341.60,f
7563-BIUPC,t,f,f,f,5,t,f,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,80.60,415.55,t
5027-YOCXN,t,f,t,t,51,t,t,Fiber optic,t,Yes,Yes,No,Yes,Yes,Yes,One year,f,Credit card (automatic),110.05,5686.40,f
3973-SKMLN,t,f,f,f,71,t,f,No,f,,,,,,,Two year,t,Credit card (automatic),19.90,1355.10,f
2321-OMBXY,f,f,t,t,38,t,f,DSL,t,Yes,Yes,No,Yes,Yes,Yes,One year,f,Credit card (automatic),80.30,3058.65,t
2840-XANRC,t,t,t,f,24,t,f,Fiber optic,t,No,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,93.15,2231.05,t
6745-JEFZB,t,f,t,f,35,t,t,Fiber optic,t,No,No,No,Yes,Yes,No,Month-to-month,t,Credit card (automatic),91.50,3236.35,f
5020-ZSTTY,f,t,f,f,54,t,t,DSL,t,Yes,Yes,No,Yes,Yes,Yes,One year,f,Bank transfer (automatic),82.45,4350.10,t
9880-TDQAC,f,f,t,t,72,f,,DSL,t,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Electronic check,60.00,4264.00,f
8705-WZCYL,t,f,f,f,1,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,44.80,44.80,f
7102-JJVTX,f,f,t,t,9,t,f,DSL,t,Yes,No,No,No,No,No,One year,f,Mailed check,48.60,422.30,f
8626-PTQGE,t,f,f,f,69,f,,DSL,t,Yes,Yes,No,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),60.05,4176.70,f
4983-CLMLV,f,f,t,f,52,t,t,Fiber optic,t,No,Yes,No,Yes,Yes,Yes,Month-to-month,t,Credit card (automatic),102.70,5138.10,f
5701-YVSVF,f,t,t,f,11,t,f,Fiber optic,t,No,No,No,Yes,Yes,No,Month-to-month,t,Electronic check,82.90,880.05,f
5804-LEPIM,f,t,f,f,2,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,70.35,139.05,t
5697-GOMBF,f,t,t,t,28,f,,DSL,t,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,35.90,973.65,f
2739-CACDQ,f,t,f,f,17,t,t,Fiber optic,t,No,No,Yes,No,No,No,Month-to-month,t,Credit card (automatic),82.65,1470.05,f
9385-EHGDO,f,f,t,t,35,t,f,No,f,,,,,,,Two year,t,Mailed check,19.85,739.35,f
9498-FIMXL,f,f,f,f,8,t,f,No,f,,,,,,,One year,t,Mailed check,19.20,161.95,f
2379-GYFLQ,t,f,f,f,46,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,No,One year,t,Credit card (automatic),94.90,4422.95,f
0122-OAHPZ,f,f,f,f,7,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,73.85,511.25,t
2868-SNELZ,f,f,f,f,2,t,t,Fiber optic,t,No,No,Yes,No,No,No,Month-to-month,f,Mailed check,80.60,155.80,t
4322-RCYMT,t,f,t,t,68,t,t,DSL,t,No,Yes,Yes,Yes,No,Yes,One year,t,Bank transfer (automatic),75.80,5293.95,t
6680-NENYN,f,f,f,f,43,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Two year,t,Electronic check,104.60,4759.85,t
2088-IEBAU,f,f,f,f,68,t,t,DSL,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Electronic check,88.15,6148.45,f
7982-VCELR,f,f,f,f,36,t,f,Fiber optic,t,No,Yes,No,No,Yes,Yes,Month-to-month,t,Credit card (automatic),94.80,3565.65,f
1343-EHPYB,t,f,t,f,63,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,103.40,6603.00,t
6035-BXTTY,f,t,f,f,32,t,f,DSL,t,No,Yes,No,Yes,No,No,Month-to-month,f,Bank transfer (automatic),54.65,1830.10,f
6885-PKOAM,f,f,t,f,71,t,t,DSL,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),85.75,6223.80,f
7520-HQWJU,f,f,t,t,66,t,t,DSL,t,Yes,Yes,Yes,No,No,No,Month-to-month,t,Bank transfer (automatic),67.45,4508.65,f
9639-BUJXT,t,f,f,f,63,t,f,No,f,,,,,,,One year,f,Mailed check,20.50,1328.15,f
5924-SNGKP,f,f,f,t,41,t,f,No,f,,,,,,,One year,t,Credit card (automatic),20.25,865.00,f
0021-IKXGC,f,t,f,f,1,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,72.10,72.10,f
2034-GDRCN,f,f,f,f,2,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,90.40,168.20,t
8966-SNIZF,f,f,t,f,70,t,f,No,f,,,,,,,Two year,f,Bank transfer (automatic),19.45,1303.50,f
6243-OZGFH,f,f,f,f,23,f,,DSL,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,44.95,996.85,f
4654-DLAMQ,f,t,t,f,64,t,f,Fiber optic,t,Yes,Yes,Yes,No,No,Yes,One year,f,Bank transfer (automatic),97.00,6430.90,f
0513-RBGPE,t,f,t,t,37,t,t,DSL,t,Yes,No,Yes,Yes,No,No,Two year,t,Credit card (automatic),62.80,2278.75,f
5160-UXJED,t,f,f,t,17,t,f,DSL,t,No,No,No,No,No,No,One year,f,Mailed check,44.60,681.40,f
4115-NZRKS,f,t,f,f,7,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,89.15,574.35,f
0219-YTZUE,t,f,t,t,4,t,t,Fiber optic,t,No,Yes,Yes,No,No,No,Month-to-month,t,Bank transfer (automatic),84.80,371.90,t
0623-IIHUG,f,t,f,f,21,f,,DSL,t,Yes,No,No,No,Yes,No,Month-to-month,t,Electronic check,41.90,840.10,t
4572-DVCGN,f,f,f,f,10,t,f,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,t,Bank transfer (automatic),80.25,846.00,t
3351-NGXYI,f,t,f,f,16,t,t,DSL,t,Yes,No,No,No,No,No,Month-to-month,t,Electronic check,54.10,889.00,f
8984-EYLLL,t,f,t,f,64,t,t,Fiber optic,t,No,Yes,No,Yes,Yes,Yes,Two year,t,Electronic check,105.25,6823.40,f
9057-MSWCO,t,t,t,f,27,f,,DSL,t,Yes,No,No,No,No,No,Month-to-month,f,Credit card (automatic),30.75,805.10,t
9833-TGFHX,t,f,t,t,42,t,t,Fiber optic,t,Yes,No,No,No,Yes,Yes,One year,f,Electronic check,97.10,4016.75,f
9294-TDIPC,t,f,f,t,5,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.20,83.75,f
5229-DTFYB,f,f,f,f,41,t,f,Fiber optic,t,No,Yes,No,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),98.80,3959.15,f
0104-PPXDV,t,f,t,f,58,t,f,DSL,t,No,No,Yes,No,No,No,One year,f,Credit card (automatic),50.30,2878.55,f
5176-LMJXE,f,f,f,f,47,t,f,No,f,,,,,,,Two year,t,Mailed check,20.55,945.70,f
3583-KRKMD,t,f,f,f,18,t,f,Fiber optic,t,No,No,No,Yes,No,No,Month-to-month,t,Bank transfer (automatic),75.90,1373.05,f
1010-DIAUQ,t,f,f,f,5,t,f,Fiber optic,t,No,No,Yes,No,Yes,Yes,Month-to-month,f,Bank transfer (automatic),96.50,492.55,t
9069-LGEUL,t,f,t,f,23,t,f,DSL,t,Yes,No,No,No,No,Yes,Month-to-month,t,Bank transfer (automatic),59.95,1406.00,f
7302-ZHMHP,f,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,19.15,19.15,f
9571-EDEBV,t,f,t,f,71,t,t,Fiber optic,t,No,No,Yes,No,Yes,Yes,One year,t,Credit card (automatic),98.65,6962.85,f
3520-FJGCV,t,f,t,t,72,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),112.60,8126.65,f
6563-VRERX,t,f,t,t,33,t,f,No,f,,,,,,,One year,f,Mailed check,20.60,690.25,f
0259-GBZSH,t,f,f,f,2,t,t,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,85.65,181.50,t
6122-EFVKN,t,f,f,t,24,f,,DSL,t,Yes,No,No,Yes,No,No,Two year,f,Mailed check,35.75,830.80,f
2805-EDJPQ,f,f,t,t,56,t,t,Fiber optic,t,No,Yes,Yes,Yes,No,Yes,One year,t,Credit card (automatic),99.75,5608.40,f
6862-CQUMB,t,f,f,f,37,t,f,Fiber optic,t,No,Yes,No,No,Yes,Yes,Month-to-month,t,Credit card (automatic),96.10,3646.80,f
7156-MXBJE,f,f,f,f,43,t,t,DSL,t,No,Yes,Yes,Yes,Yes,Yes,One year,f,Credit card (automatic),85.10,3662.25,f
6158-HDPXZ,t,f,f,f,1,f,,DSL,t,No,No,No,No,No,No,Month-to-month,f,Mailed check,25.35,25.35,f
9601-BRXPO,f,f,t,f,25,t,t,Fiber optic,t,No,No,Yes,Yes,Yes,Yes,Month-to-month,t,Bank transfer (automatic),104.95,2566.50,t
2863-IMQDR,f,f,f,f,61,t,t,DSL,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Electronic check,89.65,5308.70,f
5686-CMAWK,t,f,f,f,17,t,t,Fiber optic,t,No,No,Yes,Yes,No,No,One year,f,Electronic check,86.75,1410.25,f
5651-CRHKQ,f,f,t,f,41,t,f,Fiber optic,t,No,Yes,Yes,Yes,No,No,One year,t,Bank transfer (automatic),86.20,3339.05,f
6905-NIQIN,t,f,f,f,1,t,f,DSL,t,No,Yes,No,No,No,No,Month-to-month,f,Mailed check,50.65,50.65,t
8204-YJCLA,t,t,t,t,72,f,,DSL,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),64.80,4732.35,f
5167-ZFFMM,t,f,f,f,1,t,t,Fiber optic,t,No,Yes,No,No,No,Yes,Month-to-month,t,Credit card (automatic),90.85,90.85,t
6583-SZVGP,t,f,f,f,48,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Two year,t,Bank transfer (automatic),108.10,5067.45,f
4895-TMWIR,t,t,t,f,11,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,19.95,214.75,t
0533-BNWKF,f,t,t,f,55,t,t,Fiber optic,t,No,Yes,Yes,No,No,No,Month-to-month,t,Electronic check,85.45,4874.70,t
1708-PBBOA,f,f,f,f,42,f,,DSL,t,Yes,Yes,Yes,Yes,No,Yes,One year,t,Electronic check,54.75,2348.45,f
8782-LKFPK,t,f,f,f,44,t,t,Fiber optic,t,No,No,Yes,No,No,Yes,Month-to-month,t,Mailed check,90.40,4063.00,f
